brands,categories,categories_tags,code,countries,countries_tags,created_t,ecoscore_grade,generic_name,image_url,ingredients_tags,ingredients_text,labels,labels_tags,last_modified_t,manufacturing_places,origins,origins_tags,packaging,packaging_tags,packagings,product_name,stores,source,search_query,ecoscore_score,ecoscore_tags
dmBio,Mueslis with chocolate,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:cereals-and-their-products', 'en:breakfast-cereals', 'en:chocolate-cereals', 'en:mueslis', 'en:mueslis-with-chocolate']",4067796000306,"France, Germany, Romania","['en:france', 'en:germany', 'en:romania']",1717839468,b,,https://images.openfoodfacts.org/images/products/406/779/600/0306/front_en.30.400.jpg,"['en:oat-flakes', 'en:cereal', 'en:oat', 'en:rice-syrup', 'en:added-sugar', 'en:disaccharide', 'en:syrup', 'en:rapeseed-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:wheat-flakes', 'en:wheat', 'en:unrefined-cane-sugar', 'en:sugar', 'en:cane-sugar', 'en:unrefined-sugar', 'en:inflated-spelt', 'en:spelt', 'en:cocoa-powder', 'en:plant', 'en:cocoa', 'de:feine-milchschokolade', 'en:chocolate', 'en:milk-chocolate', 'en:honey', 'en:coconut', 'en:fruit', 'en:sea-salt', 'en:salt', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-paste', 'en:cocoa-butter', 'de:submolkenpulver', 'en:emulsifier', 'en:e322']","48% HAFERFLOCKEN, Reissirup, Rapsöl, WEIZENFLOCKEN, Rohrohrzucker, DINKEL gepufft, 3% Kakaopulver, 3% VOLLMILCHSCHOKOLADE (Rohrohrzucker, 20% VOLLMILCHPULVER, 16% Kakaomasse, Kakaobutter, 5% SUBMOLKENPULVER, Emulgator: Lecithine), Honig, Kokosraspeln, Meersalz.",Fairtrade International,"['en:fair-trade', 'en:fairtrade-international']",1778937917,,,,,,[],Schoko Crunchy,,food,schokolade,74.0,
"Bon Gelati, Lidl, Lidl Bon Gelati",Vanilla ice cream bars coated with milk chocolate and almonds,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate', 'en:vanilla-ice-cream-bars-coated-with-milk-chocolate-and-almonds']",4056489223368,"Bulgaria, France, Germany, United Kingdom","['en:bulgaria', 'en:france', 'en:germany', 'en:united-kingdom']",1586308542,a,,https://images.openfoodfacts.org/images/products/405/648/922/3368/front_en.42.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:almonds-pieces', 'en:nut', 'en:tree-nut', 'en:almond', 'en:whey-product', 'en:whey', 'en:whole-milk-powder', 'en:milk-powder', 'en:coconut-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:cocoa-paste', 'en:glucose-fructose-syrup', 'en:fructose', 'en:butterfat', 'en:fat', 'en:milkfat', 'en:emulsifier', 'en:e322', 'en:e476', 'en:stabiliser', 'en:e412', 'en:carrot-concentrate', 'en:vegetable', 'en:root-vegetable', 'en:taproot-vegetable', 'en:carrot', 'en:bourbon-vanilla-natural-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:vanilla-flavouring', 'en:natural-vanilla-flavouring', 'en:exhausted-ground-vanilla-pod', 'en:vanilla', 'en:vanilla-pod', 'en:exhausted-vanilla-pod', 'en:e471', 'en:carob-seed-flour', 'en:flour', 'en:legume', 'en:pulse', 'en:carob-bean']","Entrahmte Milch, Zucker, Kakaobutter*, Mandelstückchen, Molkenerzeugnis, Vollmilchpulver, Kokosfett, Glukosesirup, Kakaomasse*, Glukose-Fruktose-Sirup, Butterreinfett, Emulgatoren: Mono - und Diglyceride von Speisefettsäuren**, Lecithine, Polyglycerin-Polyricinoleat, Stabilisatoren: Johannisbrotkernmehl, Guarkernmehl, färbendes Karottenkonzentrat, natürliches Bourbon Vanille-Aroma, gemahlene extrahierte Vanilleschoten, Aroma, Kann Spuren von Gluten, Soja, anderen Schalenfrüchten und Erdnüssen enthalten,","Green Dot, Nutriscore Grade E, Rainforest Alliance Cocoa, Triman","['en:green-dot', 'en:nutriscore', 'en:nutriscore-grade-e', 'en:rainforest-alliance', 'en:rainforest-alliance-cocoa', 'fr:triman']",1780920120,Deutschland,Unspecified,['en:unspecified'],"Carton,Carton non ondulé","['en:cardboard', 'en:non-corrugated-cardboard']","[{'material': 'en:non-corrugated-cardboard', 'number_of_units': 1, 'quantity_per_unit': '504g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 504, 'recycling': 'en:recycle', 'shape': 'en:box'}, {'material': 'en:pp-5-polypropylene', 'number_of_units': 6, 'quantity_per_unit': '84g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 84, 'recycling': 'en:recycle', 'shape': 'en:wrapper'}, {'material': 'en:wood', 'number_of_units': 6, 'recycling': 'en:recycle', 'shape': 'en:stick'}]",Eis Mandel,Lidl,food,schokolade,83.0,
Kinder,Chocolate confectionery with dairy filling,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bars', 'en:candy-chocolate-bars', 'en:chocolate-confectionery-with-dairy-filling']",8000500111581,"Austria, Belgium, Bulgaria, France, Germany, Italy, Switzerland","['en:austria', 'en:belgium', 'en:bulgaria', 'en:france', 'en:germany', 'en:italy', 'en:switzerland']",1366891630,d,,https://images.openfoodfacts.org/images/products/800/050/011/1581/front_de.119.400.jpg,"['en:milk-chocolate', 'en:chocolate', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:palm-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:palm-oil-and-fat', 'en:clarified-butter', 'en:fat', 'en:milkfat', 'en:butterfat', 'en:emulsifier', 'en:vanillin', 'en:total-milk-constituents-in-the-product', 'en:total-cocoa-constituents-in-the-product', 'en:whole-milk-powder', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:cocoa-paste', 'en:e322']","milk chocolate 40 % (sugar, whole milk powder, cocoa butter, cocoa mass, emulsifier lecithins ( soy ), vanillin), sugar, skimmed milk powder (18 %), palm oil, clarified butter , emulsifier lecithins ( soy ), vanillin, total milk constituents in the product 33 %, total cocoa constituents in the product 13%,","No gluten, No preservatives, Green Dot, Limited edition","['en:no-gluten', 'en:no-preservatives', 'en:green-dot', 'en:limited-edition']",1779353966,Ferrero S.p.A P.le P. Ferrero 1 - 12051 Alba (CN) Italia,,[],"Metall,Wiederverwertbare Metalle,Aluminium,en:container","['en:metal', 'en:recyclable-metals', 'en:aluminium', 'en:container']","[{'material': 'en:non-corrugated-cardboard', 'number_of_units': 1, 'quantity_per_unit': '1', 'recycling': 'en:discard', 'shape': 'en:packaging'}, {'material': 'xx:82-c-pap', 'number_of_units': 24, 'quantity_per_unit': '1', 'recycling': 'en:discard', 'shape': 'en:film'}]",Kinder Schokolade,"Billa, Carrefour Market, REWE, Spar",food,schokolade,33.0,
m&m's,Chocolate covered peanuts,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:nuts-and-their-products', 'en:chocolate-candies', 'en:bonbons', 'en:chocolate-covered-nuts-and-fruits', 'en:nut-confectioneries', 'en:chocolate-covered-nuts', 'en:chocolate-covered-peanuts']",4011100005846,"France, Germany, Italy, Luxembourg, Romania, Switzerland","['en:france', 'en:germany', 'en:italy', 'en:luxembourg', 'en:romania', 'en:switzerland']",1366891102,e,,https://images.openfoodfacts.org/images/products/401/110/000/5846/front_en.93.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:peanut', 'en:nut', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-butter', 'en:starch', 'en:palm-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:palm-oil-and-fat', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:skimmed-milk-powder', 'en:emulsifier', 'en:lactose', 'en:stabiliser', 'en:shea-butter', 'en:vegetable-fat', 'en:butterfat', 'en:fat', 'en:milkfat', 'en:e1400', 'en:colour', 'en:glazing-agent', 'en:palm-kernel-oil', 'en:palm-kernel-oil-and-fat', 'en:salt', 'en:flavouring', 'en:soya-lecithin', 'en:e322', 'en:e322i', 'en:e414', 'en:e100', 'en:e120', 'en:e133', 'en:e160a', 'en:e160e', 'en:e170', 'en:e903']","Zucker, Erdnüsse, Kakaomasse, Vollmilchpulver, Kakaobutter, Stärke, Palmfett, Glukosesirup, Magermilchpulver, Emulgator (Sojalecithin). Milchzucker, Stabilisator (Gummi arabicum), Sheafett, Butterreinfett (Milch), Dextrin, Farbstoffe (E100, E120, E133, E160a, E160e, E170), Überzugsmittel (Carnaubawachs), Palmkernöl, Salz, Aroma.","Green Dot, Made in France","['en:green-dot', 'en:made-in-france']",1773457454,France,,[],"Plastic,Bag,Pouch flask,07 o","['en:plastic', 'en:other-plastics', 'en:bag', 'en:pouch-flask']","[{'food_contact': 1, 'material': 'en:plastic', 'number_of_units': 1, 'quantity_per_unit': '250 gr', 'shape': 'en:bag'}]",Peanut,"Leclerc, Super U",food,schokolade,15.0,
Ferrero Rocher,White chocolates with hazelnuts,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:white-chocolates', 'en:chocolates-with-hazelnuts', 'en:white-chocolates-with-hazelnuts']",8000500359884,"France, Germany, Italy, Morocco, United Kingdom","['en:france', 'en:germany', 'en:italy', 'en:morocco', 'en:united-kingdom']",1633032074,f,,https://images.openfoodfacts.org/images/products/800/050/035/9884/front_en.101.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:hazelnut', 'en:nut', 'en:tree-nut', 'en:palm-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:palm-oil-and-fat', 'en:whole-milk-powder', 'de:SÜSS', 'en:whey-powder', 'en:whey', 'en:butterfat', 'en:fat', 'en:milkfat', 'en:emulsifier', 'en:flavouring', 'de:Gesamtkakaobestandteile im Produkt', 'en:e322']","Zucker, MAGERMILCHPULVER, Kakaobutter, HASELNÜSSE (13,5 %), Palmöl, VOLLMILCHPULVER, SÜSS - MOLKENPULVER, BUTTERREINFETT, Emulgator Lecithine (SOJA), Aromen, Gesamtkakaobestandteile im Produkt 20 %, Kann MANDELN, WALNÜSSE, KASCHUNÜSSE, PECANNÜSSE, PARANÜSSE, PISTAZIEN und MACADAMIANÜSSE enthalten,",Triman,['fr:triman'],1780859100,,,[],"Métal,Carton,Métaux recyclables,Aluminium,Feuille,Étui","['en:metal', 'en:cardboard', 'en:recyclable-metals', 'en:aluminium', 'en:sheet', 'en:sleeve']","[{'material': 'en:cardboard', 'number_of_units': 1, 'quantity_per_unit': '90 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 90, 'recycling': 'en:recycle', 'shape': 'en:sleeve'}, {'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:sheet'}, {'material': 'en:cardboard', 'number_of_units': 1, 'shape': 'en:box'}, {'material': 'en:aluminium', 'number_of_units': 1, 'shape': 'en:wrapper'}, {'material': 'en:metal-foil', 'number_of_units': 1, 'shape': 'en:wrapper'}]",Ferrero Rocher Haselnuss white,"Carrefour, Leclerc, carrefour.fr",food,schokolade,11.0,
BON Gelati,Ice cream bars coated with chocolate,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-bars', 'en:ice-cream-bars-coated-with-chocolate']",4056489223351,"France, Germany, Spain, United Kingdom","['en:france', 'en:germany', 'en:spain', 'en:united-kingdom']",1591728547,a,,https://images.openfoodfacts.org/images/products/405/648/922/3351/front_de.44.400.jpg,"['en:skimmed-milk', 'en:dairy', 'en:milk', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:whey-product', 'en:whey', 'en:cocoa-paste', 'en:coconut-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:whole-milk-powder', 'en:milk-powder', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:glucose-fructose-syrup', 'en:fructose', 'en:butterfat', 'en:fat', 'en:milkfat', 'en:almonds-pieces', 'en:nut', 'en:tree-nut', 'en:almond', 'en:skimmed-milk-powder', 'en:emulsifier', 'en:e322', 'en:e476', 'en:stabiliser', 'en:e412', 'en:carrot-concentrate', 'en:vegetable', 'en:root-vegetable', 'en:taproot-vegetable', 'en:carrot', 'en:bourbon-vanilla-natural-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:vanilla-flavouring', 'en:natural-vanilla-flavouring', 'en:exhausted-ground-vanilla-pod', 'en:vanilla', 'en:vanilla-pod', 'en:exhausted-vanilla-pod', 'en:e471', 'en:carob-seed-flour', 'en:flour', 'en:legume', 'en:pulse', 'en:carob-bean']","Entrahmte Milch, Zucker, Kakaobutter', Molkenerzeugnis, Kakaomasse', Kokosfett, Vollmilchpulver, Glukosesirup, Glukose-Fruktose-Sirup, Butterreinfett, Mandelstückchen, Magermilchpulver, Emulgatoren: Mono - und Diglyceride von Speisefettsäuren*, Lecithine, Polyglycerin-Polyricinoleat, Stabilisatoren: Johannisbrotkernmehl, Guarkernmehl, färbendes Karottenkonzentrat, natürliches Bourbon Vanille-Aroma, gemahlene extrahierte Vanilleschoten, Aroma,","Fair trade, Do not freeze again, Rainforest Alliance Cocoa","['en:fair-trade', 'en:do-not-freeze-again', 'en:rainforest-alliance', 'en:rainforest-alliance-cocoa']",1779899007,,,[],"Plastic, Cardboard","['en:plastic', 'en:cardboard']","[{'material': 'en:cardboard'}, {'material': 'en:plastic'}]",Mini Mix Classic,lidl,food,schokolade,81.0,
Lindt,Dark chocolates,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:dark-chocolates']",3046920022071,"France, Germany, Italy","['en:france', 'en:germany', 'en:italy']",1724068034,e,Feinherbe Schokolade mit karamellisierten Pistazienstückchen (10%) und Fleur de Sel (Meersalz),https://images.openfoodfacts.org/images/products/304/692/002/2071/front_de.36.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:pistachio-nuts', 'en:nut', 'en:tree-nut', 'en:cocoa-butter', 'en:butterfat', 'en:oil-and-fat', 'en:dairy', 'en:fat', 'en:milkfat', 'en:emulsifier', 'en:natural-flavouring', 'en:flavouring', 'en:fleur-de-sel', 'en:salt', 'en:sea-salt', 'en:soya-lecithin', 'en:e322', 'en:e322i']","Zucker, Kakaomasse, Pistazien (6%), Kakaobutter, Butterreinfett, Emulgator (Sojalecithin), natürliches Aroma, Fleur de Sel (Meersalz) 0,15%, Salz. Kann Haselnüsse, Mandeln, andere Schalenfrüchte und Sesamsamen enthalten.",Green Dot,['en:green-dot'],1774300183,,,[],,,"[{'material': 'en:non-corrugated-cardboard', 'number_of_units': 1, 'quantity_per_unit': '100 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 100, 'recycling': 'en:recycle-in-paper-bin', 'shape': 'en:box', 'weight_measured': 10}, {'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'quantity_per_unit': '100 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 100, 'recycling': 'en:recycle-with-metals', 'shape': 'en:film'}]",Pistazie Feinherb,Kaufland,food,schokolade,26.0,
Corny,"Chocolate candies, Chocolate cereal bars","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:chocolate-candies', 'en:bars', 'en:cereal-bars', 'en:chocolate-cereal-bars']",4011800571214,"Bulgaria, France, Germany, Italy","['en:bulgaria', 'en:france', 'en:germany', 'en:italy']",1488181901,c,,https://images.openfoodfacts.org/images/products/401/180/057/1214/front_de.184.400.jpg,"['en:sweetener', 'en:wholemeal-cereal', 'en:cereal', 'de:kakaohaltige Vollkornweizen-Crispies', 'de:Vollkornweizen-Crispies', 'de:Vollmilchschokolade mit Süßungsmittel', 'en:roasted-peanut', 'en:nut', 'en:peanut', 'en:corn-flakes', 'en:corn', 'en:coconut-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:humectant', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:emulsifier', 'en:e965ii', 'en:e965', 'en:oat', 'en:barley', 'en:wheat', 'de:Weizenvollkornmehi', 'en:fat-reduced-cocoa-powder', 'en:plant', 'en:cocoa', 'en:cocoa-powder', 'en:wheat-gluten', 'en:gluten', 'en:whole-wheat-flour', 'en:flour', 'en:cereal-flour', 'en:wholemeal-flour', 'en:wheat-flour', 'en:barley-malt-extract', 'en:malt', 'en:malted-barley', 'en:cocoa-butter', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-paste', 'en:e422', 'en:e322', 'en:e476', 'en:e442']","Süßungsmittel Maltitsirup, Vollkorngetreideflocken (Hafer - 9%, Gersten - 8%, Weizen - 5 %), kakaohaltige Vollkornweizen-Crispies (Weizenvollkornmehi 9%, fettarmes Kakaopulver**, Weizengluten), Vollkornweizen-Crispies (Weizenvollkornmehl 9 %, Weizengluten, Gerstenmalzextrakt), Vollmilchschokolade mit Süßungsmittel 9 % (Süßungsmittel Maltit, Kakaobutter**, Vollmilchpulver, Kakaomasse**, Emulgator (E476, E442)), geröstete Erdnüsse, Cornflakes (Mais, Salz, Gerstenmalzextrakt), Kokosöl, Feuchthaltemittel Glycerin, Salz, natürliche Aromen, Emulgator Lecithine. Kann Schalenfrüchte enthalten.","No preservatives, No added sugar, Rainforest Alliance","['en:no-preservatives', 'en:no-added-sugar', 'en:rainforest-alliance']",1780308544,,,[],"Plastic,Cardboard","['en:plastic', 'en:cardboard']",[],Corny Free Schoko,"aldi, edeka, netto, rewe",food,schokolade,47.0,
kosta,"Milk chocolate biscuits, Chocolate covered bars with milk and cereals, Chocolate puffed rice","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:snacks', 'en:breakfasts', 'en:cereals-and-potatoes', 'en:sweet-snacks', 'en:biscuits-and-cakes', 'en:biscuits-and-crackers', 'en:cereals-and-their-products', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:biscuits', 'en:breakfast-cereals', 'en:chocolate-candies', 'en:puffed-grains', 'en:bars', 'en:chocolate-cereals', 'en:puffed-cereals', 'en:chocolate-biscuits', 'en:candy-chocolate-bars', 'en:milk-chocolate-biscuits', 'en:puffed-rice', 'en:chocolate-covered-bars-with-milk-and-cereals', 'en:chocolate-puffed-rice']",4021700900021,"France, Germany, Italy, Switzerland","['en:france', 'en:germany', 'en:italy', 'en:switzerland']",1448883787,e,Puffreis und Cerealien in Kakaocreme mit Milchschokolade überzogen,https://images.openfoodfacts.org/images/products/402/170/090/0021/front_en.105.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:vegetable-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:puffed-rice', 'en:rice', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:grape-sugar', 'en:monosaccharide', 'en:glucose', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-paste', 'en:sweet-whey-powder', 'en:whey', 'en:sweet-whey', 'en:cornmeal', 'en:cereal', 'en:corn', 'en:lupin-flour', 'en:vegetable', 'en:flour', 'en:legume', 'en:pulse', 'en:lupin-bean', 'en:rice-semolina', 'en:wheat-flour', 'en:wheat', 'en:cereal-flour', 'de:fettarmes Kakaopulver dav 2\xa0% Sheabutter', 'en:lactose', 'en:emulsifier', 'en:e476', 'en:salt', 'en:barley-malt-flour', 'en:barley', 'en:barley-flour', 'en:barley-malt-extract', 'en:malt', 'en:malted-barley', 'en:flavouring', 'en:palm-kernel-oil', 'en:palm-kernel-oil-and-fat', 'en:palm', 'en:palm-oil-and-fat', 'en:palm-oil', 'en:e322']","Zucker, pflanzliche Fette (Palmkern, Palm), Puffreis, Kakaobutter, Traubenzucker, Vollmilchpulver, Kakaomasse, Süßmolkenpulver, Maisgrieß, Süßlupinenmehl, Reisgrieß, Weizenmehl, fettarmes Kakaopulver dav 2% Sheabutter, Milchzucker, Emulgator: Lecithine (Soja), E476; Salz, Gerstenmalzmehl, Gerstenmalzextrakt, Aroma. Kann Spuren von Schalenfrüchten und Erdnüssen enthalten.","Tidy man, Triman","['fr:tidy-man', 'fr:triman']",1780921122,"74597 Stimpfach, Deutschland",Unspecified,['en:unspecified'],"Plastique,Sachet","['en:plastic', 'en:bag']","[{'food_contact': 0, 'material': 'en:pp-5-polypropylene', 'number_of_units': 1, 'quantity_per_unit': '200 g', 'quantity_per_unit_unit': 'g', 'quantity_per_unit_value': 200, 'shape': 'en:bag'}, {'food_contact': 1, 'material': 'en:cardboard', 'number_of_units': 1, 'shape': 'en:tray'}]",Puffreis mit Schokolade,"Action, Lidl",food,schokolade,28.0,
Lindt,"Confectioneries, Milk chocolates, Easter chocolate rabbits","['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:confectioneries', 'en:festive-foods', 'en:chocolates', 'en:chocolate-molds', 'en:easter-foods-and-drinks', 'en:milk-chocolates', 'en:easter-chocolates', 'en:easter-chocolate-rabbits']",4000539671104,"Åland Islands, Finland, France, Germany, Sweden, Switzerland, United Kingdom","['en:aland-islands', 'en:finland', 'en:france', 'en:germany', 'en:sweden', 'en:switzerland', 'en:united-kingdom']",1398010538,d,Milk chocoate shpared into a bunny,https://images.openfoodfacts.org/images/products/400/053/967/1104/front_en.113.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:whole-milk-powder', 'en:dairy', 'en:milk-powder', 'en:cocoa-paste', 'en:lactose', 'en:skimmed-milk-powder', 'en:emulsifier', 'en:barley-malt-extract', 'en:cereal', 'en:malt', 'en:malted-barley', 'en:flavouring', 'en:soya-lecithin', 'en:e322', 'en:e322i']","sugar, cocoa butter, whole milk powder, cocoa mass, lactose, skimmed milk powder, emulsifier (soya lecithin), barley malt extract, flavouring,",Triman,['fr:triman'],1777496008,Switzerland,,[],"Metal,Recyclable Metals,Aluminium,Feuille aluminium,Étiquette papier,Ruban tissu,Clochette métallique","['en:metal', 'en:recyclable-metals', 'en:aluminium', 'fr:clochette-metallique', 'fr:feuille-aluminium', 'fr:ruban-tissu', 'fr:etiquette-papier']","[{'food_contact': 1, 'material': 'en:aluminium', 'number_of_units': 1, 'recycling': 'en:recycle', 'shape': 'en:film'}]",Lindt Schokolade Goldhase,"Carrefour, Morrisons",food,schokolade,32.0,
BE-KIND,Chocolate cereal bars,"['en:snacks', 'en:sweet-snacks', 'en:bars', 'en:cereal-bars', 'en:chocolate-cereal-bars']",5000159532969,"Belgium, France, Germany, Switzerland","['en:belgium', 'en:france', 'en:germany', 'en:switzerland']",1603817353,d,,https://images.openfoodfacts.org/images/products/500/015/953/2969/front_fr.3.400.jpg,"['en:almond', 'en:nut', 'en:tree-nut', 'en:peanut', 'en:dark-chocolate', 'en:chocolate', 'en:chicory-fibre', 'en:vegetable', 'en:fiber', 'en:shoot-vegetable', 'en:vegetable-fiber', 'en:chicory', 'en:honey', 'en:added-sugar', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'fr:pépites de riz soufflé', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:sea-salt', 'en:salt', 'en:emulsifier', 'en:sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:vanilla-extract', 'en:extract', 'en:vanilla', 'en:vegetable-extract', 'en:rice-flour', 'en:flour', 'en:rice', 'en:soya-lecithin', 'en:e322', 'en:e322i']","Amandes, cacahuètes, chocolat noir (sucre, pâte de cacao, beurre de cacao, émulsifiant lecithine de soja, extrait de vanille), fibre de racine de chicorée, miel, sirop de glucose, pépites de riz soufflé (farine de riz), pâte de cacao, sel marin, émulsifiant lécithine de soja.","No gluten, No colorings","['en:no-gluten', 'en:no-colorings']",1779911021,,,[],,[],[],Notenreep,,food,schokolade,32.0,
Schogetten,Milk chocolates with hazelnuts,"['en:snacks', 'en:sweet-snacks', 'en:cocoa-and-its-products', 'en:chocolates', 'en:milk-chocolates', 'en:chocolates-with-hazelnuts', 'en:milk-chocolates-with-hazelnuts']",4000607851001,"Bulgaria, Denmark, France, Germany, Greece, Israel, Italy, Morocco, Poland, Romania, Spain","['en:bulgaria', 'en:denmark', 'en:france', 'en:germany', 'en:greece', 'en:israel', 'en:italy', 'en:morocco', 'en:poland', 'en:romania', 'en:spain']",1448212084,d,,https://images.openfoodfacts.org/images/products/400/060/785/1001/front_de.97.400.jpg,"['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:plant', 'en:cocoa', 'en:cream', 'en:dairy', 'en:hazelnut', 'en:nut', 'en:tree-nut', 'en:cocoa-paste', 'en:whole-milk-powder', 'en:milk-powder', 'en:butterfat', 'en:oil-and-fat', 'en:fat', 'en:milkfat', 'en:emulsifier', 'en:e322', 'en:vanilla-extract', 'en:extract', 'en:vanilla', 'en:vegetable-extract', 'de:Alpenvollmilchschokolade']","Zucker, Kakaobutter, Sahnepulver, Haselnüsse (10 %), Kakaomasse, Vollmilchpulver, Butterreinfett, Emulgator (Lecithine (Soja), Vanilleextrakt, Alpenvollmilchschokolade.","Green Dot, New recipe","['en:green-dot', 'en:new-recipe']",1780843962,,,[],"Pappe, en:Container, 21 PAP, 21","['en:cardboard', 'en:container', 'en:non-corrugated-cardboard', 'de:21']","[{'food_contact': 1, 'material': 'en:non-corrugated-cardboard'}]",,Biedronka,food,schokolade,33.0,
